ID,CU,G,ED,EC,E,M1,M2,M3,M4,M5,M6,D1,D2,D3,D4,D5,D6,P1,P2,P3,P4,P5,P6,SP
8291,18000,M,3,Soltero,40,0,0,0,0,0,-1,6621.8,1515.5,1105.2,854.1,3795.1,5775.7,181.1,500.8,500,3000,6201,5007.7,No
8292,5000,F,2,Soltero,28,0,0,0,0,0,0,4837,3961.8,2741.7,2554.2,2616,2668.6,146.8,140,90,100,100,60,No
8293,17000,M,1,Casado,35,-1,-1,-2,-2,-2,-1,47.3,-10.3,-10.3,-10.3,-10.3,229.7,0,0,0,0,240,0,Si
8294,5000,F,3,Soltero,23,2,2,2,2,2,2,4230.4,4532.7,4629.4,4714.7,4627.2,4905,369.5,200,190,0,370,0,Si
8295,14000,M,1,Soltero,28,0,0,0,0,0,0,13564.8,13804.9,9927.4,10087.8,10298.4,10662.8,524.7,321.3,285.7,296.3,456.6,196.9,Si
8296,10000,M,1,Soltero,29,2,2,2,2,2,2,7439.6,7531.7,7708.4,7830.8,7990.1,8163,270,360,310,300,320,300,Si
8297,1000,M,2,Casado,36,0,0,0,0,0,0,859.3,958.2,898.6,969.1,988.9,1013.1,130,120,100,100,56.9,20,No
8298,5000,F,2,Soltero,22,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,No
8299,3000,F,2,Casado,24,0,0,0,2,2,0,2675.5,2782.8,2910.3,2956.5,2631.9,2773.8,150.7,217.2,152.3,0,200,200,Si
8300,8000,F,2,Soltero,27,0,0,0,0,-1,0,2614.4,2662.5,360,0,6842.4,4260.1,107.5,120,0,6842.4,126.4,0,No
8301,29000,F,2,Soltero,29,0,0,0,0,0,0,26379.6,26876.5,20969.7,21235.9,21698.9,22126,1132,1000,760,800,800,820,No
8302,11000,F,1,Soltero,27,0,0,0,0,0,-1,808.6,884.8,928.3,895,894.3,33.3,123.2,100,0,32.6,33.3,1242.5,No
8303,3000,F,3,Soltero,24,1,3,2,2,2,0,2303.1,2239.3,2173.6,2319.2,2270.1,2295.4,0,0,180,0,100,100,No
8304,7000,F,2,Casado,23,0,0,0,0,0,0,4339.7,4433.6,3575.7,2790.6,2573.1,2143,250,2100,200,68.7,150,200,No
8305,30000,F,1,Soltero,26,0,0,0,0,0,0,27768,28171.9,28438.1,15556.2,15844.8,16262.6,1200.5,1015.5,600,500,600,600,No
8306,3000,M,2,Casado,47,0,0,0,0,2,0,2442.2,2548,2642.5,3052.5,2906.3,2902.2,145.5,140,450,0,150,200,Si
8307,20000,F,1,Soltero,36,-2,-2,-2,-2,-1,-1,0,0,0,93.2,246.9,0,0,0,93.2,248.7,0,0,No
8308,13000,M,2,Soltero,27,0,0,0,0,0,0,8160.3,8424.9,8542.4,8263.2,8452.2,8606.1,396.3,350,295.6,322,310,334.4,Si
8309,8000,M,1,Soltero,25,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,No
8310,5000,F,2,Soltero,37,0,0,0,0,0,0,6757,6124.8,5470.7,2925,2990.5,2951.9,300,300,210,150,130,120,No
8311,31000,F,1,Soltero,30,0,0,0,0,0,0,3337.6,3458.7,3048.8,2711.2,2472.2,986.2,200,200,100,100,66.1,100,No
8312,16000,F,2,Casado,31,-2,-2,-2,-2,-2,-2,1164.8,78,0,510,0,0,78,0,510,0,0,0,No
8313,24000,M,2,Casado,30,0,0,0,0,0,0,22767.5,18146.1,18616,19135.5,19240.6,19008.6,1000.3,1000.9,1001.4,850,1000,800,No
8314,10000,F,2,Casado,36,0,0,0,0,0,0,2123.7,1672.3,1586.8,827.5,595.4,707.5,301.3,403.1,301.2,200.6,312.1,578.1,No
8315,20000,F,5,Soltero,27,0,0,0,0,0,0,9876.1,8558.3,8439.8,8861.2,8615.9,8975.1,400,300,300,333.8,500,400,No
8316,5000,F,1,Soltero,38,0,0,0,0,0,0,4617.9,3805.5,2885.7,2749.5,2634.4,2487.9,188.1,168.3,106.4,90,86.2,100,No
8317,32000,F,3,Soltero,45,0,0,0,0,0,0,30059.8,30893.1,18622.3,11460.5,11715.9,11973.3,1422.7,933.4,410.6,440.5,467.8,452.7,No
8318,6000,M,1,Casado,37,0,0,0,0,0,0,5798.5,5931.2,2742,2796.5,2855.2,2927.6,255,150,100.1,103.8,120,123.3,No
8319,6000,M,2,Casado,43,0,0,0,0,0,-1,5877.7,4058.4,1261.7,2267,1770.1,95,500.5,500,1021.6,87.6,125.2,0,No
8320,5000,M,2,Casado,42,0,0,0,0,0,-1,4610,4694.9,1875.5,1111.2,1137.4,591.9,213.3,105.8,200,204.3,591.9,1634.6,Si
8321,36000,M,2,Casado,41,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Si
8322,6000,F,2,Soltero,32,0,0,0,0,0,0,6074.5,6108.5,5686.3,1847.3,1543.4,730.1,261.3,590,100,42.8,100,200,No
8323,21000,F,2,Soltero,28,0,0,-1,0,0,-2,216.2,6.1,25932.3,13986.1,168.4,82.6,6.1,13000,1000,168.4,82.6,179.3,No
8324,2000,M,2,Casado,39,2,2,2,2,2,2,2059.1,2028.4,2064.5,2075,2030,2048.2,150,100,71.8,0.3,180,0,Si
8325,10000,F,2,Casado,40,-1,-1,0,0,0,-1,1022.8,5076.4,5252,2455,597.3,5720,5083.6,3903.3,52.4,1.8,5722.7,42.2,No
8326,20000,F,1,Soltero,32,0,0,0,0,0,0,4751.7,821.9,900,1000,1134,0,121.9,100,100,134,0,0,No
8327,18000,F,2,Casado,28,-2,-2,-2,-2,-2,-2,45.4,1421.3,1062.1,391.3,170.7,1508.7,1421.3,1062.8,782.6,170.7,1508.7,537.9,No
8328,7000,F,1,Soltero,50,0,0,0,0,0,0,6431.5,5856.4,5674.1,2517.2,2918.6,2543,300,1003.2,800,513.9,100,100,Si
8329,17000,F,2,Soltero,48,0,0,0,0,0,0,8307.4,8583.4,8700.3,8875.3,9062.4,9245.5,410,350,320,330,333.4,400,No
8330,8000,M,1,Soltero,36,0,0,0,0,0,0,6893.1,6770.6,6701.7,6515.9,6415.2,6520.8,250,300,224.4,247.8,480,0,No
8331,40000,F,1,Casado,41,-1,-1,-1,0,0,0,0.8,127.4,1914.3,2030.5,2206.3,2069.5,127.4,1914.3,130.5,206.3,169.5,19500,No
8332,14000,F,2,Casado,40,0,0,0,0,0,0,13838.9,11070.1,8346.8,4120.2,4168.7,3633.5,514.8,321.6,200.3,300,304.1,505.6,No
8333,6000,M,3,Casado,57,0,0,0,0,0,0,2086.5,1659,1081.6,695.6,248.9,0,126.2,100.3,0,105,0,0,No
8334,36000,M,1,Casado,44,0,0,0,0,0,0,33354.9,34278.2,34021.6,34454.5,14038.6,14404.2,1504.7,1500,1400,500.8,1005.5,3001.5,No
8335,24000,F,2,Casado,43,0,0,0,0,0,0,4850.2,4900.1,4702.6,4582.7,3952.7,4086.8,220,192.3,168.2,200,200,130,No
8336,8000,F,2,Soltero,27,1,2,0,0,0,0,5700.4,5522,4350.6,3902.5,4001.7,2979.7,0,190,141.8,180,130,100,No
8337,27000,F,2,Soltero,39,0,0,0,0,0,0,11616.8,11866.1,12110.6,11826.9,12073.7,12322.7,417.3,427.5,405.4,419.1,430.2,456.7,No
8338,3000,F,3,Casado,39,2,2,2,2,2,2,2065.2,2499.3,2429.3,2589.6,2643.5,2585.9,470,0,201,110,0,210,No
8339,48000,M,1,Casado,58,-2,-2,-2,-2,-2,-2,2461,-31,14854.4,1879.1,590.9,6898.8,0.4,14965.4,1888.5,594,6933.7,20065.5,Si
8340,16000,M,2,Casado,50,-1,-1,-1,-1,-1,-1,26.9,0,69.7,69.7,89.5,134.1,0,69.7,69.7,89.5,134.1,40.2,No
8341,18000,F,2,Soltero,34,2,0,0,0,2,2,5138.5,5392.5,5484.8,5798.8,5943.8,6197.4,314,92.3,466.3,253,368.7,500,Si
8342,30000,M,1,Soltero,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Si
8343,20000,F,1,Soltero,31,0,0,0,0,0,0,19195.3,18914.7,19167.3,19205.1,19334.8,19333.7,688.7,701.9,700,720,720,700,No
8344,5000,F,2,Soltero,30,0,0,0,0,0,0,3752.2,3861.4,3967.1,4021.3,4106.4,4338.2,200,200,150,150,300,200,No
8345,32000,F,3,Casado,39,-1,-1,-1,-1,-1,0,306.5,4167.9,827.5,827.5,760.6,1461.1,4167.9,834.4,827.5,760.6,1000,1101,No
8346,3000,F,1,Casado,35,2,0,0,0,0,0,2770.3,2874.3,2704.8,2659.2,2387.4,2329.3,150,135.6,90,100,110,66.4,Si
8347,50000,F,1,Casado,38,-2,-2,-2,-2,-2,-2,91.3,972.4,935,697.2,1187.9,1557.4,978.2,935,697.2,1187.9,1557.4,1292.1,No
8348,36000,M,1,Casado,40,0,-1,-1,-2,-1,2,2148.9,4071.5,-3404.1,-3450.3,4301.3,1165.4,4108.8,0.2,3.8,8515.5,5.8,1365.2,No
8349,5000,F,2,Casado,53,0,0,2,0,0,0,1386.8,1430.7,1476.2,1523.2,1698.8,1791.2,200,100,100,200,120,200,Si
8350,8000,F,1,Soltero,29,0,0,0,0,2,2,6156.5,6285.7,6477.3,6807.3,6953.8,7084.1,228.1,296.1,500,270,260,270,No
8351,1000,M,2,Soltero,23,0,0,0,0,0,0,532.4,650.9,731.3,646.9,698.8,748.9,127.9,108.3,50,100,100,14.2,No
8352,28000,F,1,Soltero,23,0,0,0,0,0,0,26257.9,23535.4,19936,19388.8,19313.2,18801.6,645.3,600,533.4,539.7,540,589.4,No
8353,30000,F,2,Casado,31,-1,-1,-1,-1,-1,-1,386.3,424.2,509,30.9,270,759.3,502.1,513.4,32.2,501.3,761.1,805.9,No
8354,28000,F,1,Casado,34,0,0,0,0,0,0,23283.4,21880.3,20203.1,11160.3,9405,7623.2,900.1,636.9,386.4,350.1,300.1,170.1,No
8355,17000,M,2,Casado,42,0,0,0,0,0,0,16482.4,13248.5,12026.7,11745.3,11577.8,11741.1,610.7,600,450,450,450,450,No
8356,26000,F,1,Casado,36,0,0,0,0,-1,0,8827.3,9190.8,9085.7,-8133.4,14264.5,14965.5,600,502,8156.9,33178.8,1000.2,500.3,No
8357,36000,M,2,Casado,44,1,-1,-1,-1,-1,-1,-0.3,58.3,-1.7,344,136.8,14.6,58.6,0,345.7,137.5,20,75.4,No
8358,36000,F,2,Soltero,31,-1,0,0,0,0,-1,968.8,761.2,753.7,1122.7,970.3,6188.2,201.2,300.4,501.1,106.1,6566.3,201.9,No
8359,20000,M,3,Casado,38,0,0,0,0,0,0,18153.2,17964.5,18061.5,18012.7,16675.5,16741.6,821.8,791.2,628.4,631.3,620,641.9,No
8360,5000,F,1,Soltero,28,0,0,0,0,0,0,2151.4,2256.3,2358.5,2389.4,2454.9,2499,170,170,100,103.9,100,100,No
8361,13000,F,3,Casado,45,1,-1,2,-1,-1,-1,0,78,39,54,1104,95.3,78,0,54,1104,95.3,962.2,No
8362,2000,M,2,Casado,32,0,0,2,0,0,0,1946.8,2084.4,1936.2,1940.2,1960.7,1982.1,300,0,85,92,75,30,Si
8363,5000,F,3,Casado,52,0,0,2,-1,0,0,2291.6,1323.8,34.6,1458,1123.1,1080.4,165.6,0,1458,50,45.8,87.3,Si
8364,19000,F,1,Casado,30,-1,-1,-1,-1,-1,-1,693.6,50,0,1900,1900,1900,50,0,1900,1900,1900,1900,No
8365,14000,M,2,Casado,36,-1,-1,0,0,0,0,78,1657,1737.8,1256.8,1567.8,1562,1657,122,300,350,33.2,39,No
8366,7000,F,2,Casado,40,0,0,0,0,0,0,6934.1,1947.2,2206.6,2351.5,1099,0,200,300,200,300,0,15,No
8367,15000,F,1,Soltero,36,0,0,-2,-2,-2,-2,1544.7,0,0,0,0,0,0,0,0,0,0,0,No
8368,14000,F,2,Soltero,29,0,0,0,0,0,0,12858.3,13273.4,13213.5,12662.2,12749.5,11930.4,700,500,500,600,600,530,No
8369,5000,M,2,Soltero,27,2,0,0,0,0,0,4838.7,4763.7,4847.9,1861.6,1919.6,1790.6,230,210,100,100,100,68,Si
8370,35000,F,1,Casado,55,-1,-1,-1,-1,-1,-1,351.8,193.1,163,746.1,412.4,126.1,193.5,163,746.1,412.4,126.1,279.8,No
8371,8000,M,2,Soltero,53,3,2,0,0,0,0,3563.7,3478.3,3619.8,3709.4,3848.9,4034.1,0,200,150,200,250,200,Si
8372,40000,M,1,Soltero,34,1,-2,-2,-1,-1,0,-0.5,-0.5,-0.5,129.9,437.4,498.6,0,0,130.4,437.5,102.5,295.2,No
8373,17000,F,1,Casado,38,0,0,0,0,0,0,7171.2,7019.4,4321,2309.6,2339.7,2781.7,333.2,777,500,300,500,2500,No
8374,2000,F,2,Otros,47,1,2,0,0,0,0,932.5,856.2,957.1,991.2,1003.6,1040,100,115.9,50,43.2,60,0,No
8375,45000,M,1,Casado,40,-1,-1,2,0,0,0,2286.1,1909.3,657.6,913.3,691.8,1238.2,659.6,0,691.8,435.1,816.1,0,No
8376,20000,F,3,Casado,36,1,-2,-2,-1,-1,-1,-0.5,-0.5,-0.5,299.9,480.4,440.2,0,0,300.4,480.4,500.8,16.9,No
8377,20000,F,1,Casado,36,-1,-1,-1,-1,-1,-1,244.4,130.1,320.7,328.4,111.1,834.9,130.1,321,328.4,111.1,834.9,424.9,No
8378,10000,F,3,Casado,53,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Si
8379,6000,M,2,Casado,39,-1,0,0,0,0,0,1408.5,1457.5,1842.3,1309.9,1453.7,1692.8,200,500,400,200,500,200,No
8380,23000,F,2,Casado,37,0,0,0,0,0,0,1630.2,1584.9,1688.4,1762,1835.3,1890.1,126.5,130,100.1,100,100,100,No
8381,23000,F,2,Soltero,29,0,0,0,0,0,0,2452.4,2489.7,2221.9,2351.2,1289.4,1518.3,300,400,304.7,300,300,300,No
8382,6000,M,2,Casado,46,-1,0,-1,0,0,0,304.6,28.6,646.6,646.9,536.4,366.4,28.5,646.6,0.3,0.5,1,1521.9,No
8383,16000,F,1,Casado,34,1,-2,-2,-1,-1,-2,552,0,0,70.8,56,0,0,0,70.8,56,0,56,No
8384,31000,M,1,Casado,34,-1,-1,-2,-1,-1,0,49.3,-0.7,-0.7,50,73.6,73.9,0,0,50.7,73.6,0.3,79.7,Si
8385,43000,F,1,Soltero,30,-1,-1,-1,-1,-1,-1,3142.3,365,4467.1,8197.9,912,8540.7,365,4467.1,8255.5,912,8540.7,1426.1,No
8386,24000,F,1,Casado,47,1,-2,-2,-1,0,0,-4,-4,-4,116,116,0,0,0,120,0,0,0,No
8387,6000,M,2,Soltero,29,0,0,0,0,0,0,5405,5455.5,1517.7,1661,1682.1,2004.8,250,200,200,62.8,352.5,300,No
8388,3000,M,2,Soltero,28,0,0,0,0,0,-2,2605.4,2514.4,2577.5,1858.5,0,0,200,200,200,0,0,0,No
8389,18000,M,2,Casado,30,-1,-1,-1,-1,0,-1,37.5,37.5,37.5,75,37.5,39.9,37.5,37.5,75,0,39.9,39.9,Si
8390,2000,M,2,Soltero,24,1,2,3,2,2,2,1670.6,1834.2,1775.5,1796.7,1753.8,1864.7,220,0,80,0,140.1,0,No
8391,3000,M,1,Soltero,24,2,2,0,0,0,0,1603.5,1549.3,1619.7,1666.9,1686.5,1719.9,0,127,74.2,61.3,61.5,64.6,Si
8392,32000,F,2,Casado,55,-2,-2,-2,-2,-2,-2,1197.3,407.6,787.9,543.6,5152.9,1808.8,409.3,791.7,545.9,5178.7,1817.8,365.9,No
8393,50000,M,2,Soltero,32,-1,-1,0,0,0,-1,26.4,28.6,55,28.6,2.2,1445.4,28.6,52.8,0,12.8,1523.9,10000,Si
8394,17000,F,2,Casado,47,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,No
8395,2000,F,2,Soltero,24,0,0,0,0,0,0,2183.8,2054.4,1999.1,2030.5,1934.9,2046.7,234.9,129.6,100,69.6,221.3,0,No
8396,36000,F,1,Soltero,29,0,0,0,0,0,-1,7375.3,6100.8,4978.1,1284.6,454.8,982,512.1,1018,4.1,2.2,986.5,1484.7,No
8397,9000,F,1,Soltero,24,0,0,0,0,0,2,3063.9,2539,2761.8,2638.2,2754.6,1766,291.3,900,0,200,0,1063.9,No
8398,10000,F,1,Casado,40,-1,-1,-1,0,-1,-1,39,39,78,39,39,714,39,78,0,39,714,123,No
8399,10000,M,1,Soltero,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,No
8400,17000,M,1,Casado,38,-2,-2,-2,-2,-2,-2,0,0,0,101.2,0,0,0,0,101.2,0,0,49.2,No
8401,10000,F,2,Soltero,32,2,0,0,0,2,2,5033.2,5264.4,5490.5,5813.3,6019.7,5922.6,300,300,400,300,0,430,No
8402,2000,M,1,Soltero,27,-1,-1,2,-1,0,-1,176,269.9,126.1,78,39,132,220,0,78,0,132,0,No
8403,22000,M,2,Casado,32,-1,-1,-1,-1,-1,-1,156.5,306.7,579.7,119.5,179.7,119.5,308.2,582,119.8,180.2,119.8,180.2,No
8404,47000,F,1,Soltero,31,-2,-2,-2,-2,-2,-2,2298.8,1035.3,560.3,1168.5,509.3,279.1,1036.3,591,1338,509.3,279.1,952.7,No
8405,10000,F,2,Soltero,24,0,-1,-1,-1,-1,-1,1339.1,1057.7,890.5,0,429,0,1060.8,894.4,20,429,0,0,No
8406,1000,M,2,Soltero,23,-1,-1,0,-1,-1,-1,150.4,600.7,647,39,0,78,600.7,100,39,0,78,0,No
8407,23000,F,1,Soltero,29,-1,-1,-1,-1,0,-1,252.1,-100,1200.9,562.7,21.5,303.9,0,1300.9,801.8,0,303.9,200,No
8408,5000,F,1,Soltero,28,2,2,2,2,2,2,3133.6,3203.9,3271.4,3248.2,3380.7,3439.8,150,150,60,200,130,150,No
8409,5000,M,3,Casado,30,0,0,0,0,0,0,5054.5,4950.2,4641.8,1998,1975.1,2047.7,260.3,162.1,100,100,120.4,100,Si
8410,12000,F,2,Soltero,30,0,0,0,0,0,0,11688.7,11741.9,11628.1,11739.2,11779.1,11250.5,461.5,717.5,452.9,462.5,402.9,423.7,No
8411,16000,F,1,Casado,33,-1,-1,-1,-1,-1,-1,235.5,271.4,1209.4,285.5,380.3,891.1,271.9,1500,285.5,380.3,891.1,0,Si
8412,12000,M,1,Soltero,27,-1,-1,-1,-1,-1,-1,88,88,88,88,88,103,88,88,88,88,103,88,No
8413,3000,F,2,Soltero,21,0,0,0,0,0,0,2675.7,2683.1,2662,2613.4,2686.5,2575.2,152,133.9,85.2,206.7,140,10,No
8414,18000,F,1,Soltero,29,-2,-2,-2,-2,-2,-2,10,0,0,0,0,0,0,0,0,0,0,0,No
8415,3000,M,1,Soltero,23,0,0,0,0,0,0,3028.7,2817.1,2941,2970.5,2864.7,2877.6,149.6,173.5,103,101.7,103.3,98.9,No
8416,20000,F,1,Casado,40,-1,-1,-1,-1,-2,-2,326.6,39,1131.4,-7.1,-46.7,-86.3,39,1132,0,0,0,200,No
8417,1000,F,2,Soltero,33,0,0,0,0,0,0,765.9,1881.4,1957,1996.7,990.8,964.6,1140,113.5,53.2,44.9,69.3,1000,No
8418,23000,M,2,Soltero,39,0,0,0,0,0,0,3528.9,2767.8,1380,1023.8,696.8,470.4,164.6,101.7,21.4,40.6,41.2,142,No
8419,20000,F,3,Casado,53,0,0,0,0,0,0,12602.7,12900.8,13037.6,13320.7,13615.9,13874.1,650,500,500,510,500,540,No
8420,11000,M,2,Casado,46,0,0,0,0,2,0,4495.3,4731.5,4699.7,5074,4911.5,4952.9,308.7,176.9,451.2,0,193,160.1,Si
8421,5000,M,2,Casado,40,0,0,0,0,0,0,1848.5,1076.7,977.5,1012.2,914.6,934.1,116.6,120,48.1,32.1,33.6,17.4,No
8422,5000,F,1,Soltero,23,0,0,0,0,-1,0,4848.2,4722.6,1115.1,-289.7,4821.1,4815.4,250,300.2,150,5200,190,180,No
8423,22000,M,1,Casado,43,-2,-2,-2,-2,-2,-2,769.5,270.1,9837.6,387.4,522.6,1497.3,272.5,9887.5,389.3,525.2,1504.7,398,No
8424,50000,M,1,Casado,43,-1,-1,2,-1,-1,0,1413.2,3581.4,2008.9,2807.7,13258.8,11544.2,3582,1.8,2807.7,13258.8,2850,2000,No
8425,14000,M,1,Casado,43,0,0,0,0,0,0,10002.1,9512.2,8431.5,7087.1,7092.3,6420.2,453.5,285.6,250.3,237.8,301.4,204.8,No
8426,5000,F,1,Soltero,30,2,0,0,0,0,0,298.9,400.8,486.1,495.8,524.4,813.4,122.8,108.1,17.8,36.6,315.6,0,No
8427,5000,M,2,Soltero,24,0,0,0,0,0,0,724,826.4,927.3,960.9,965.7,992.7,264.4,115.3,48.9,35.1,43.1,19.8,No
8428,15000,F,1,Soltero,32,0,0,0,0,0,0,11690.8,10716.4,11088.4,11170.6,11394.2,11662.6,400,550,414.5,418.6,463,400,No
8429,15000,M,1,Soltero,35,1,2,2,2,2,2,14337.6,14560.7,14650.9,14850.7,15204.4,13664.3,600,450,510,532.2,2,503.3,No
8430,24000,M,3,Casado,43,0,0,0,0,0,0,19145.3,19354.8,19028.8,18677,18045.8,17872.2,850,830,700,700,700,650,No
8431,18000,M,1,Soltero,31,2,2,7,7,7,7,240,240,240,240,240,240,0,0,0,0,0,0,No
8432,24000,M,2,Casado,44,-1,-1,-1,-1,0,-1,542.8,905.4,1315.8,650.7,295.5,109.2,906.4,1315.8,686,229.5,109.2,207.6,No
8433,15000,F,1,Soltero,27,0,0,0,0,0,2,13806.6,14052.2,13872.2,13049.4,14785.1,14553.5,576.7,610,3000,1922.7,0,260.6,No
8434,26000,F,3,Casado,41,-1,-1,-2,-1,-1,-1,114.5,-0.4,-0.4,217.7,15.8,0,0.4,0,218.1,15.8,0,0,No
8435,16000,F,1,Casado,34,-1,-1,-1,-1,-1,-1,43,43,43,85,335,487.4,43,43,85,335,487.4,985.8,No
8436,29000,F,2,Casado,39,0,0,0,0,0,0,5828.1,6206.1,6571,6945.2,7362.7,7789,500,500,500,500,500,700,No
8437,24000,M,1,Soltero,48,0,0,0,0,0,0,11605.8,11719.6,12124.5,12273.6,12559.9,12850.6,450,600,500,500,500,500,No
8438,5000,M,2,Casado,56,1,2,0,0,0,0,3213.4,3039.1,1072.5,1054.1,1005.2,1040,0,115.9,36.5,44.8,60,0,No
8439,17000,F,3,Casado,46,-1,-1,-1,-1,-1,0,24.6,12.3,543.6,122.9,9378.7,9581.6,12.3,543.6,122.9,9397,400,334.8,No
8440,13000,F,1,Casado,46,0,0,0,0,0,0,14758.2,13899.6,14055.8,9052.2,9091.7,9233,539.4,422.9,321.1,329.7,331.2,338.1,Si
8441,8000,M,1,Soltero,27,1,-2,-2,-1,0,0,0,0,0,895.6,895.6,0,0,0,895.6,0,0,0,No
8442,3000,M,1,Casado,45,0,0,0,0,0,-2,2902.9,2738.1,2894.5,2937.3,0,0,200,213.8,110.2,0,0,0,No
8443,10000,F,3,Casado,40,0,0,0,0,0,0,9776.3,9383.4,8636,7759.4,7803,7850.6,450,300,300,300,300,300,No
8444,1000,M,2,Soltero,23,2,0,0,0,0,0,863.8,895.8,941.4,934.4,954.5,958.6,129.4,115,48,50,34.8,40.2,No
8445,32000,F,1,Soltero,30,-2,-2,-2,-2,-2,-2,0,20,366.3,99.2,162.7,666.1,20,369.6,99.7,163.5,669.4,250.8,No
8446,5000,M,2,Casado,36,0,0,0,-2,-2,-2,4861.2,5052.5,0,0,0,0,300,0,0,0,0,0,No
8447,8000,M,1,Soltero,29,1,2,2,-2,-2,-2,4937.3,4981.2,0,0,0,0,198,1980,0,0,0,0,Si
8448,7000,F,2,Soltero,26,0,0,0,0,0,0,2340.9,2317.4,2610.3,2834.2,2489.4,2527.2,300.3,510.6,402.6,75.5,102.9,530.3,Si
8449,70000,F,2,Soltero,28,0,0,0,0,0,0,1626.2,1221.9,986.1,638.4,512.6,268,219.2,201.5,100.5,100.9,100,100,No
8450,36000,F,1,Soltero,26,-1,-1,-1,-1,-1,-1,714.2,4400.8,2171.5,506.4,914.7,606.8,4423.4,2182.3,508.9,919.2,609.8,1649.5,No
8451,38000,M,1,Soltero,30,0,0,0,0,0,0,19213.2,14884.2,17784.2,12002.7,9725.6,10821.3,1012.3,5043.4,713.2,1106.8,2005,3592.5,No
8452,5000,M,2,Soltero,40,0,0,0,0,0,0,4280.7,3218.7,4860,751.4,933.6,-17.7,1000,2101.9,150,300,121,790,No
8453,2000,M,2,Casado,45,1,2,0,0,0,-2,2001.1,1075.3,1085.3,1067,-12,-12,0,1060,80,0,0,0,Si
8454,35000,F,1,Soltero,33,0,0,0,0,0,0,31499.4,32247.2,24479.2,14021.8,18157.1,16790.5,1269.5,979,530.2,9562.1,1192,610.7,Si
8455,8000,F,1,Soltero,29,1,-2,-1,0,-1,-1,0,0,806.1,806.1,939,433.7,0,806.1,0,939,450,0,Si
8456,15000,M,3,Casado,35,2,2,2,0,0,0,13521.5,13786.3,13062.2,12606.3,11883.6,11686.5,600,3,505,502.5,500,300,Si
8457,30000,F,1,Soltero,35,0,0,0,0,0,0,4729.5,8771.7,7863.8,7703.8,7434.5,4945.2,5504.7,2735.4,212.4,500,550,400,No
8458,40000,M,2,Casado,39,0,0,0,0,0,0,39909.9,27289.8,20293.7,16913.8,14443.4,12480.2,1539.5,1023.2,1211.5,628.5,1110.6,312.4,No
8459,25000,F,2,Casado,35,0,0,0,0,0,0,24297.1,24462.8,24322.3,24503.1,24791.1,24735.3,831,793.8,810.1,843,880.8,782,No
8460,5000,F,1,Soltero,23,0,0,0,0,0,-1,4906.1,4720.9,4747.1,2157.1,1900.5,77.2,213.8,140,43.1,38,77.2,0.8,Si
8461,23000,F,3,Casado,44,-1,-1,-1,-1,-1,-1,5479.8,1163.2,498.7,622.2,1512.1,1742.5,1163.2,498.7,622.2,1512.1,1742.5,1700.7,No
8462,10000,F,2,Soltero,27,0,0,0,0,2,0,4386.5,4554.8,4626.6,4929,4837.2,4941.2,240,177.6,380,0,200,180,No
8463,38000,M,2,Soltero,34,-1,2,-1,-1,0,-1,438.4,385.2,230,63.2,31.6,31.6,0,230,63.2,0,31.6,31.6,No
8464,26000,F,2,Soltero,28,0,0,0,0,0,0,25156,37931.8,22653.8,20288.7,19536.4,18120.6,913.9,1380.5,710,695.2,1281.2,636.2,No
8465,47000,M,2,Soltero,31,0,0,0,0,0,0,7883.3,8056.2,8271.8,8533.4,8794.8,9047.9,300,350,400,400,400,420,No
8466,8000,M,2,Soltero,29,-1,0,0,0,0,0,4809.8,4908.9,4718.4,4705.9,4793.8,4890.4,208.1,206.8,183.3,188.9,191.5,187.9,No
8467,14000,M,1,Soltero,36,0,0,0,0,0,0,7417.7,6533.6,5357.8,4928.8,4387,4485.4,400,350,200,250,180,200,Si
8468,14000,M,1,Casado,45,2,2,2,2,2,2,6439.3,6527.1,6660.6,6494,7367.7,7531.6,250,300,0,1000,300,0,Si
8469,5000,M,2,Casado,36,2,2,2,2,0,0,5080.8,4828.7,4726.5,2084,1956.8,1981.2,0,325.9,0,84.4,70.6,67.7,Si
8470,18000,F,2,Casado,37,0,0,0,0,0,0,1470.4,1441.7,1338.7,953.7,3845.6,3594.7,124.4,106.4,27.8,3136.9,126.8,111.8,Si
8471,3000,F,2,Soltero,23,4,3,2,2,3,2,1584.7,1530.8,1591,1675.2,1619.7,1658.3,0,115,140,0,80,0,Si
8472,3000,F,2,Soltero,22,2,0,0,0,0,3,1879.6,2048.9,2214.2,2543.8,2845.3,2769.9,200,200,400,360,0,220,Si
8473,5000,F,1,Casado,25,0,0,0,0,0,0,3047.9,3120,3181.7,2922.9,2952.9,3005.3,152.8,146.1,103,107,132,121.2,Si
